               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.027379,           0.0084836,            0.012093,             0.99572,                   1,               0.995,             0.91417,           0.0095983,           0.0036627,           0.0034949,           0.0069112,           0.0069112,           0.0069112
                 158,            0.025611,           0.0071004,           0.0099655,             0.98785,                   1,               0.995,             0.78493,            0.018154,           0.0040604,           0.0035513,           0.0068914,           0.0068914,           0.0068914
                 159,            0.032533,           0.0069807,            0.007632,             0.77326,             0.93691,             0.97677,             0.81578,            0.021885,           0.0043388,           0.0035275,           0.0068716,           0.0068716,           0.0068716
                 160,            0.037351,           0.0082422,            0.013164,             0.77326,             0.93691,             0.97677,             0.81578,            0.021885,           0.0043388,           0.0035275,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029854,           0.0081371,            0.010049,             0.79671,                   1,              0.9687,              0.8756,             0.01743,           0.0039953,           0.0036155,            0.006832,            0.006832,            0.006832
                 162,            0.030763,           0.0079665,            0.013058,             0.91508,             0.95785,               0.995,             0.88433,            0.015738,           0.0040141,           0.0037944,           0.0068122,           0.0068122,           0.0068122
                 163,            0.030533,            0.010274,            0.013186,             0.99008,              0.9783,               0.995,             0.84218,            0.014572,           0.0038224,           0.0041223,           0.0067924,           0.0067924,           0.0067924
                 164,            0.027812,           0.0071641,             0.01122,             0.99008,              0.9783,               0.995,             0.84218,            0.014572,           0.0038224,           0.0041223,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023586,           0.0074618,           0.0095961,             0.95633,             0.99483,               0.995,             0.86384,            0.010984,           0.0035854,           0.0050634,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026927,            0.008245,            0.010032,              0.9948,                   1,               0.995,             0.63766,            0.020138,           0.0040608,           0.0038205,            0.006733,            0.006733,            0.006733
                 167,            0.034634,           0.0090164,           0.0064629,             0.99673,                   1,               0.995,             0.83515,            0.014026,           0.0036569,           0.0037082,           0.0067132,           0.0067132,           0.0067132
                 168,            0.030331,           0.0081205,            0.011128,             0.99673,                   1,               0.995,             0.83515,            0.014026,           0.0036569,           0.0037082,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026271,           0.0084204,            0.011563,             0.99602,                   1,               0.995,             0.80693,             0.01356,           0.0036808,           0.0036456,           0.0066736,           0.0066736,           0.0066736
                 170,            0.030911,           0.0077117,           0.0097456,             0.77499,                   1,             0.92293,             0.69853,            0.023685,            0.004103,           0.0035665,           0.0066538,           0.0066538,           0.0066538
                 171,            0.036251,           0.0083857,           0.0092657,             0.91702,                   1,             0.98667,             0.65513,            0.019896,           0.0040337,            0.003443,            0.006634,            0.006634,            0.006634
                 172,            0.031677,           0.0084452,           0.0094464,             0.91702,                   1,             0.98667,             0.65513,            0.019896,           0.0040337,            0.003443,           0.0066142,           0.0066142,           0.0066142
                 173,            0.027275,           0.0089323,           0.0081139,              0.9962,                   1,               0.995,             0.74139,            0.012527,           0.0036752,           0.0034024,           0.0065944,           0.0065944,           0.0065944
                 174,            0.026683,           0.0079292,           0.0079492,             0.97551,                   1,               0.995,             0.67693,            0.017636,           0.0037724,           0.0032722,           0.0065746,           0.0065746,           0.0065746
                 175,            0.030945,           0.0074643,           0.0092573,             0.99435,                   1,               0.995,             0.84277,            0.011999,           0.0035331,           0.0032649,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026364,           0.0078403,           0.0094238,             0.99435,                   1,               0.995,             0.84277,            0.011999,           0.0035331,           0.0032649,            0.006535,            0.006535,            0.006535
                 177,            0.021477,           0.0079625,           0.0089876,             0.99162,                   1,               0.995,             0.80638,            0.010394,           0.0034442,           0.0032265,           0.0065152,           0.0065152,           0.0065152
                 178,            0.022219,           0.0070538,           0.0090061,             0.99045,                   1,               0.995,             0.83011,            0.011483,           0.0034627,           0.0031211,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026704,           0.0089307,            0.009312,             0.99332,                   1,               0.995,             0.74248,            0.016004,           0.0036676,           0.0029646,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029346,            0.007994,           0.0071046,             0.99332,                   1,               0.995,             0.74248,            0.016004,           0.0036676,           0.0029646,           0.0064558,           0.0064558,           0.0064558
                 181,            0.024566,           0.0079919,           0.0065571,             0.99369,                   1,               0.995,             0.88763,            0.010815,            0.003282,           0.0028601,            0.006436,            0.006436,            0.006436
                 182,            0.027524,           0.0077141,           0.0090358,             0.68257,                   1,             0.97025,             0.78537,            0.023773,           0.0041999,           0.0027483,           0.0064162,           0.0064162,           0.0064162
                 183,            0.041391,           0.0087432,            0.010255,             0.70328,              0.9932,             0.97582,             0.69785,             0.01698,           0.0037374,            0.002708,           0.0063964,           0.0063964,           0.0063964
                 184,            0.027084,           0.0074816,           0.0079858,             0.70328,              0.9932,             0.97582,             0.69785,             0.01698,           0.0037374,            0.002708,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023689,           0.0080457,           0.0076024,             0.99378,                   1,               0.995,             0.84294,            0.011498,           0.0034223,           0.0026875,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025861,           0.0083267,           0.0069705,             0.99214,                   1,               0.995,             0.72366,            0.019418,           0.0038754,           0.0026329,            0.006337,            0.006337,            0.006337
                 187,            0.032337,           0.0073311,           0.0061621,             0.99217,                   1,               0.995,             0.78287,            0.014699,           0.0035343,           0.0026219,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030108,            0.010359,           0.0065058,             0.99217,                   1,               0.995,             0.78287,            0.014699,           0.0035343,           0.0026219,           0.0062974,           0.0062974,           0.0062974
                 189,            0.026221,           0.0077746,            0.010342,             0.99125,                   1,               0.995,             0.80639,            0.014536,           0.0034973,           0.0026402,           0.0062776,           0.0062776,           0.0062776
                 190,            0.026924,           0.0075471,           0.0077501,             0.99424,                   1,               0.995,             0.65593,            0.017085,           0.0036908,           0.0026199,           0.0062578,           0.0062578,           0.0062578
                 191,            0.033333,           0.0080178,           0.0054388,             0.99202,                   1,               0.995,             0.74571,            0.018294,           0.0036839,           0.0026589,            0.006238,            0.006238,            0.006238
                 192,            0.027473,           0.0072839,           0.0056456,             0.99202,                   1,               0.995,             0.74571,            0.018294,           0.0036839,           0.0026589,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025591,           0.0072296,           0.0091164,             0.99632,                   1,               0.995,             0.80705,            0.013451,           0.0035565,           0.0027993,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023056,           0.0081414,            0.010902,             0.95163,                   1,               0.995,             0.78734,            0.015446,           0.0037378,            0.002835,           0.0061786,           0.0061786,           0.0061786
                 195,            0.027906,           0.0077452,           0.0078698,             0.99501,                   1,               0.995,             0.80658,             0.01517,           0.0037526,           0.0029442,           0.0061588,           0.0061588,           0.0061588
                 196,            0.028517,           0.0082661,           0.0063326,             0.99501,                   1,               0.995,             0.80658,             0.01517,           0.0037526,           0.0029442,            0.006139,            0.006139,            0.006139
                 197,            0.023406,           0.0072286,           0.0081105,             0.99539,                   1,               0.995,             0.84973,            0.014487,            0.003583,           0.0029088,           0.0061192,           0.0061192,           0.0061192
                 198,             0.02492,           0.0085245,           0.0091167,             0.96055,                   1,               0.995,             0.85061,            0.012653,           0.0035317,           0.0028975,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028021,           0.0071388,            0.010352,             0.99653,                   1,               0.995,              0.7328,             0.01547,           0.0036125,           0.0028951,           0.0060796,           0.0060796,           0.0060796
                 200,            0.026407,           0.0075214,           0.0084314,             0.99653,                   1,               0.995,              0.7328,             0.01547,           0.0036125,           0.0028951,           0.0060598,           0.0060598,           0.0060598
                 201,             0.02251,           0.0073752,           0.0080788,             0.99651,                   1,               0.995,             0.88683,            0.011153,           0.0033393,           0.0029077,             0.00604,             0.00604,             0.00604
                 202,            0.020911,           0.0081113,           0.0062685,             0.99572,                   1,               0.995,             0.88418,            0.015934,           0.0036557,           0.0029619,           0.0060202,           0.0060202,           0.0060202
                 203,            0.024267,           0.0070203,           0.0059805,             0.99569,                   1,               0.995,             0.77407,            0.011538,           0.0033835,           0.0029326,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028551,           0.0069576,            0.006684,             0.99569,                   1,               0.995,             0.77407,            0.011538,           0.0033835,           0.0029326,           0.0059806,           0.0059806,           0.0059806
                 205,            0.024483,           0.0073743,           0.0074385,             0.99531,                   1,               0.995,             0.84091,            0.011276,           0.0033533,           0.0029564,           0.0059608,           0.0059608,           0.0059608
                 206,            0.021933,           0.0067917,           0.0069621,             0.99527,                   1,               0.995,             0.79435,            0.015711,           0.0035118,            0.002945,            0.005941,            0.005941,            0.005941
                 207,            0.026028,           0.0067396,           0.0069344,             0.99467,                   1,               0.995,              0.7695,            0.013069,           0.0033372,           0.0029952,           0.0059212,           0.0059212,           0.0059212
                 208,            0.023813,           0.0079841,           0.0060909,             0.99467,                   1,               0.995,              0.7695,            0.013069,           0.0033372,           0.0029952,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021653,           0.0075359,           0.0054833,             0.99434,                   1,               0.995,             0.78305,            0.010601,           0.0032184,           0.0030668,           0.0058816,           0.0058816,           0.0058816
                 210,            0.022222,           0.0079462,           0.0077273,             0.99462,                   1,               0.995,             0.78326,            0.015744,           0.0034972,           0.0030827,           0.0058618,           0.0058618,           0.0058618
                 211,            0.027449,           0.0091298,           0.0073039,             0.99472,                   1,               0.995,             0.85871,            0.013077,           0.0033553,           0.0030753,            0.005842,            0.005842,            0.005842
                 212,            0.027397,           0.0072512,           0.0076508,             0.99472,                   1,               0.995,             0.85871,            0.013077,           0.0033553,           0.0030753,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022205,           0.0085204,           0.0059434,             0.99513,                   1,               0.995,             0.82935,            0.011354,           0.0032616,           0.0031149,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024003,           0.0086262,           0.0081909,             0.74812,                   1,             0.91389,             0.75088,             0.01843,           0.0036431,           0.0030614,           0.0057826,           0.0057826,           0.0057826
                 215,            0.028546,           0.0077213,           0.0070283,              0.9812,                   1,               0.995,             0.82977,            0.013767,           0.0033949,           0.0029724,           0.0057628,           0.0057628,           0.0057628
                 216,            0.029007,           0.0076549,            0.013343,              0.9812,                   1,               0.995,             0.82977,            0.013767,           0.0033949,           0.0029724,            0.005743,            0.005743,            0.005743
                 217,             0.02378,           0.0079696,           0.0060962,             0.99666,                   1,               0.995,             0.85319,            0.011934,           0.0033464,           0.0029141,           0.0057232,           0.0057232,           0.0057232
                 218,            0.023534,           0.0093957,           0.0054561,             0.89091,                   1,             0.98898,             0.76483,             0.01663,           0.0035652,           0.0029056,           0.0057034,           0.0057034,           0.0057034
                 219,            0.029656,           0.0064703,           0.0098129,             0.76673,                   1,             0.87565,             0.70901,            0.014832,           0.0035234,           0.0028029,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026233,           0.0071914,           0.0084737,             0.76673,                   1,             0.87565,             0.70901,            0.014832,           0.0035234,           0.0028029,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020865,           0.0071727,           0.0048224,             0.95286,                   1,               0.995,             0.89502,            0.010298,           0.0032939,           0.0028124,            0.005644,            0.005644,            0.005644
                 222,            0.021341,           0.0070597,           0.0058395,             0.99562,                   1,               0.995,             0.73979,             0.01357,           0.0034302,           0.0027634,           0.0056242,           0.0056242,           0.0056242
                 223,             0.02457,           0.0090332,           0.0065783,             0.97266,                   1,               0.995,             0.80252,            0.012403,           0.0033228,           0.0027572,           0.0056044,           0.0056044,           0.0056044
                 224,            0.026483,           0.0079466,           0.0071483,             0.97266,                   1,               0.995,             0.80252,            0.012403,           0.0033228,           0.0027572,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021819,           0.0091136,           0.0075827,             0.99558,                   1,               0.995,             0.92186,           0.0080131,            0.003031,            0.002728,           0.0055648,           0.0055648,           0.0055648
                 226,            0.022828,           0.0066312,           0.0057936,             0.97593,                   1,               0.995,             0.89846,            0.014568,            0.003452,           0.0026805,            0.005545,            0.005545,            0.005545
                 227,            0.025798,           0.0089903,           0.0058327,             0.99621,                   1,               0.995,             0.84392,            0.011138,           0.0032406,           0.0026518,           0.0055252,           0.0055252,           0.0055252
                 228,            0.022049,           0.0077245,           0.0063924,             0.99621,                   1,               0.995,             0.84392,            0.011138,           0.0032406,           0.0026518,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020023,           0.0072663,           0.0059323,             0.99681,                   1,               0.995,             0.87934,           0.0087001,           0.0030994,           0.0026463,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020666,           0.0063937,            0.005732,             0.99686,                   1,               0.995,             0.79302,            0.012082,            0.003224,           0.0025923,           0.0054658,           0.0054658,           0.0054658
                 231,            0.027379,           0.0064695,           0.0066391,             0.99702,                   1,               0.995,              0.7871,            0.014082,           0.0033686,           0.0025408,            0.005446,            0.005446,            0.005446
                 232,            0.025303,           0.0062277,           0.0065581,             0.99702,                   1,               0.995,              0.7871,            0.014082,           0.0033686,           0.0025408,           0.0054262,           0.0054262,           0.0054262
                 233,             0.02159,           0.0069326,           0.0064886,             0.99715,                   1,               0.995,             0.82471,            0.011602,           0.0032392,           0.0025448,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023021,           0.0081082,           0.0063307,              0.9969,                   1,               0.995,             0.70347,            0.017423,           0.0035772,           0.0025269,           0.0053866,           0.0053866,           0.0053866
                 235,            0.026608,           0.0072339,           0.0083479,             0.99716,                   1,               0.995,             0.81615,            0.012304,           0.0031423,           0.0025355,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022748,           0.0080985,           0.0046133,             0.99716,                   1,               0.995,             0.81615,            0.012304,           0.0031423,           0.0025355,            0.005347,            0.005347,            0.005347
                 237,            0.020275,           0.0071639,           0.0045638,             0.99714,                   1,               0.995,             0.89213,           0.0099771,           0.0029611,           0.0025513,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02421,           0.0079495,           0.0051124,             0.99696,                   1,               0.995,             0.75263,            0.015199,           0.0033057,           0.0025167,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026786,           0.0085421,           0.0045838,             0.99706,                   1,               0.995,             0.86398,            0.011627,           0.0030734,           0.0025425,           0.0052876,           0.0052876,           0.0052876
                 240,            0.022894,           0.0071193,           0.0060368,             0.99706,                   1,               0.995,             0.86398,            0.011627,           0.0030734,           0.0025425,           0.0052678,           0.0052678,           0.0052678
                 241,            0.019805,           0.0080491,           0.0051258,             0.99678,                   1,               0.995,              0.9136,           0.0092378,           0.0029378,           0.0025696,            0.005248,            0.005248,            0.005248
                 242,            0.020946,           0.0081005,           0.0079764,              0.9962,                   1,               0.995,             0.73456,             0.01527,           0.0033182,           0.0025455,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026192,           0.0069238,           0.0053828,             0.99681,                   1,               0.995,             0.83339,           0.0087536,           0.0028865,           0.0025564,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022418,           0.0063701,           0.0065232,             0.99681,                   1,               0.995,             0.83339,           0.0087536,           0.0028865,           0.0025564,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019002,           0.0059917,           0.0049414,             0.99692,                   1,               0.995,             0.84017,            0.008697,           0.0028788,           0.0025545,           0.0051688,           0.0051688,           0.0051688
                 246,             0.02174,           0.0066869,           0.0054589,             0.99644,                   1,               0.995,             0.63012,            0.016744,            0.003446,           0.0025631,            0.005149,            0.005149,            0.005149
                 247,            0.026266,           0.0084061,            0.004776,             0.99683,                   1,               0.995,             0.85028,            0.012041,           0.0031515,           0.0025663,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024219,           0.0075675,           0.0068389,             0.99683,                   1,               0.995,             0.85028,            0.012041,           0.0031515,           0.0025663,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022477,           0.0080636,           0.0048502,             0.99693,                   1,               0.995,             0.89229,           0.0094563,           0.0030642,           0.0025886,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022434,           0.0071569,           0.0065794,             0.99664,                   1,               0.995,             0.70586,            0.016776,           0.0034372,           0.0025991,           0.0050698,           0.0050698,           0.0050698
                 251,            0.025866,           0.0082894,           0.0083917,              0.9969,                   1,               0.995,             0.88872,           0.0074371,           0.0028865,           0.0026093,             0.00505,             0.00505,             0.00505
                 252,            0.019528,           0.0064188,           0.0051439,              0.9969,                   1,               0.995,             0.88872,           0.0074371,           0.0028865,           0.0026093,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018678,           0.0067584,           0.0068359,             0.99697,                   1,               0.995,              0.9035,           0.0068527,           0.0028623,           0.0026107,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019336,           0.0073911,           0.0063389,             0.99692,                   1,               0.995,             0.84551,            0.009607,           0.0029067,           0.0025203,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019299,           0.0063441,           0.0065905,              0.9969,                   1,               0.995,             0.82861,            0.012373,           0.0031189,           0.0025088,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024164,           0.0065974,            0.010636,              0.9969,                   1,               0.995,             0.82861,            0.012373,           0.0031189,           0.0025088,            0.004951,            0.004951,            0.004951
                 257,            0.019085,           0.0071632,           0.0042267,             0.99691,                   1,               0.995,             0.86881,           0.0078041,           0.0028706,           0.0024822,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018374,           0.0068611,           0.0055587,             0.99677,                   1,               0.995,             0.86846,            0.014934,           0.0033035,           0.0024326,           0.0049114,           0.0049114,           0.0049114
                 259,            0.025726,           0.0081572,           0.0058802,             0.99647,                   1,               0.995,             0.86739,           0.0098136,           0.0029698,           0.0024173,           0.0048916,           0.0048916,           0.0048916
                 260,            0.022065,           0.0070372,           0.0065532,             0.99647,                   1,               0.995,             0.86739,           0.0098136,           0.0029698,           0.0024173,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020229,           0.0062502,            0.008622,              0.9963,                   1,               0.995,             0.87266,            0.008031,           0.0028468,           0.0024099,            0.004852,            0.004852,            0.004852
                 262,            0.020904,           0.0069006,           0.0064072,             0.99642,                   1,               0.995,             0.71806,            0.014132,           0.0032739,           0.0024014,           0.0048322,           0.0048322,           0.0048322
                 263,            0.025222,           0.0061669,           0.0068513,             0.99633,                   1,               0.995,             0.85014,            0.009711,           0.0029805,            0.002429,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020045,           0.0061505,           0.0043852,             0.99633,                   1,               0.995,             0.85014,            0.009711,           0.0029805,            0.002429,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020942,           0.0069533,           0.0042803,             0.99637,                   1,               0.995,             0.82501,            0.010539,           0.0030075,           0.0024232,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022626,           0.0072304,           0.0051784,             0.99625,                   1,               0.995,             0.76436,            0.012092,           0.0031948,           0.0024093,            0.004753,            0.004753,            0.004753
                 267,            0.023781,           0.0071248,           0.0041551,             0.99637,                   1,               0.995,             0.90853,           0.0097485,           0.0030639,           0.0024201,           0.0047332,           0.0047332,           0.0047332
                 268,             0.01955,           0.0073336,            0.006043,             0.99637,                   1,               0.995,             0.90853,           0.0097485,           0.0030639,           0.0024201,           0.0047134,           0.0047134,           0.0047134
                 269,            0.017318,           0.0063973,           0.0044376,             0.99649,                   1,               0.995,             0.90164,           0.0068484,            0.002874,           0.0024407,           0.0046936,           0.0046936,           0.0046936
                 270,            0.017204,           0.0068808,           0.0058261,             0.99644,                   1,               0.995,             0.89734,           0.0091942,           0.0029174,           0.0024398,           0.0046738,           0.0046738,           0.0046738
                 271,            0.020502,           0.0072952,           0.0056702,             0.99648,                   1,               0.995,             0.82455,            0.011995,             0.00305,           0.0023957,            0.004654,            0.004654,            0.004654
                 272,            0.022826,           0.0059146,           0.0039427,             0.99648,                   1,               0.995,             0.82455,            0.011995,             0.00305,           0.0023957,           0.0046342,           0.0046342,           0.0046342
                 273,            0.018903,           0.0055879,           0.0047175,             0.99668,                   1,               0.995,             0.89175,           0.0081532,           0.0027544,           0.0024067,           0.0046144,           0.0046144,           0.0046144
                 274,            0.017851,           0.0073865,           0.0052784,              0.9968,                   1,               0.995,             0.90979,             0.01121,           0.0029801,            0.002417,           0.0045946,           0.0045946,           0.0045946
                 275,            0.020169,           0.0078087,           0.0044322,             0.99708,                   1,               0.995,             0.85233,            0.010518,           0.0029082,           0.0024274,           0.0045748,           0.0045748,           0.0045748
                 276,            0.021026,           0.0061453,            0.010336,             0.99708,                   1,               0.995,             0.85233,            0.010518,           0.0029082,           0.0024274,            0.004555,            0.004555,            0.004555
                 277,            0.018022,           0.0066316,           0.0046089,             0.99693,                   1,               0.995,             0.89766,           0.0071695,           0.0026842,           0.0024323,           0.0045352,           0.0045352,           0.0045352
                 278,            0.017741,           0.0069499,           0.0057144,              0.9971,                   1,               0.995,             0.85063,            0.010929,           0.0029533,           0.0024478,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023529,           0.0057037,           0.0058535,             0.99685,                   1,               0.995,             0.86349,            0.010378,           0.0029821,           0.0024397,           0.0044956,           0.0044956,           0.0044956
                 280,            0.020549,           0.0068698,           0.0080318,             0.99685,                   1,               0.995,             0.86349,            0.010378,           0.0029821,           0.0024397,           0.0044758,           0.0044758,           0.0044758
                 281,             0.01755,           0.0067944,           0.0045024,             0.99676,                   1,               0.995,             0.89836,           0.0080857,           0.0027549,           0.0024533,            0.004456,            0.004456,            0.004456
                 282,            0.023203,           0.0060984,           0.0053786,             0.99708,                   1,               0.995,             0.93191,            0.014477,           0.0032269,           0.0024545,           0.0044362,           0.0044362,           0.0044362
                 283,            0.026465,           0.0072823,           0.0054211,             0.99695,                   1,               0.995,              0.8143,            0.012073,           0.0029924,           0.0024639,           0.0044164,           0.0044164,           0.0044164
                 284,            0.020199,           0.0062851,           0.0054272,             0.99695,                   1,               0.995,              0.8143,            0.012073,           0.0029924,           0.0024639,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018174,           0.0063413,           0.0042799,             0.99685,                   1,               0.995,             0.86402,           0.0086593,           0.0027299,           0.0024588,           0.0043768,           0.0043768,           0.0043768
                 286,            0.020461,           0.0072395,           0.0061662,             0.99685,                   1,               0.995,             0.86634,            0.016064,           0.0032752,            0.002472,            0.004357,            0.004357,            0.004357
                 287,            0.025859,           0.0080993,           0.0054953,              0.9963,                   1,               0.995,             0.85595,             0.01055,           0.0029193,           0.0024818,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018353,           0.0064465,           0.0042842,              0.9963,                   1,               0.995,             0.85595,             0.01055,           0.0029193,           0.0024818,           0.0043174,           0.0043174,           0.0043174
                 289,             0.01684,           0.0060411,           0.0043389,             0.99624,                   1,               0.995,             0.87539,            0.008827,           0.0028282,           0.0025089,           0.0042976,           0.0042976,           0.0042976
                 290,             0.01708,           0.0062092,           0.0040508,             0.99622,                   1,               0.995,             0.86047,            0.010939,           0.0030208,            0.002513,           0.0042778,           0.0042778,           0.0042778
                 291,            0.021061,           0.0075465,           0.0093711,             0.99612,                   1,               0.995,             0.86691,           0.0077016,           0.0027591,           0.0025369,            0.004258,            0.004258,            0.004258
                 292,            0.016675,            0.006222,           0.0083737,             0.99612,                   1,               0.995,             0.86691,           0.0077016,           0.0027591,           0.0025369,           0.0042382,           0.0042382,           0.0042382
                 293,            0.015647,           0.0070807,           0.0065291,             0.99622,                   1,               0.995,              0.8992,           0.0075167,           0.0027477,           0.0025307,           0.0042184,           0.0042184,           0.0042184
                 294,            0.015071,           0.0051039,           0.0054341,             0.99608,                   1,               0.995,             0.87746,           0.0098471,           0.0028777,           0.0024923,           0.0041986,           0.0041986,           0.0041986
                 295,            0.022041,           0.0065471,           0.0051062,             0.99626,                   1,               0.995,             0.85876,           0.0087334,           0.0027981,           0.0025088,           0.0041788,           0.0041788,           0.0041788
                 296,            0.017454,           0.0064011,            0.004484,             0.99626,                   1,               0.995,             0.85876,           0.0087334,           0.0027981,           0.0025088,            0.004159,            0.004159,            0.004159
                 297,              0.0157,           0.0058281,           0.0057893,             0.99631,                   1,               0.995,             0.91427,           0.0066126,           0.0026448,            0.002485,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018185,           0.0068889,           0.0072598,             0.99638,                   1,               0.995,             0.94184,            0.013044,           0.0031296,           0.0024795,           0.0041194,           0.0041194,           0.0041194
                 299,             0.02207,           0.0064704,           0.0055991,             0.99676,                   1,               0.995,             0.88235,            0.010907,           0.0029397,           0.0024633,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019962,           0.0066811,           0.0047184,             0.99676,                   1,               0.995,             0.88235,            0.010907,           0.0029397,           0.0024633,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017389,           0.0068831,           0.0060398,             0.99674,                   1,               0.995,             0.93452,           0.0069311,           0.0026272,           0.0024648,             0.00406,             0.00406,             0.00406
                 302,            0.019452,           0.0063691,           0.0038543,             0.99691,                   1,               0.995,             0.77924,            0.017424,           0.0034556,           0.0024606,           0.0040402,           0.0040402,           0.0040402
                 303,            0.029463,           0.0061982,           0.0072872,             0.99671,                   1,               0.995,             0.94236,           0.0086347,           0.0027323,           0.0024335,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019347,           0.0071297,            0.005765,             0.99671,                   1,               0.995,             0.94236,           0.0086347,           0.0027323,           0.0024335,           0.0040006,           0.0040006,           0.0040006
                 305,            0.016531,           0.0063008,           0.0054864,             0.99672,                   1,               0.995,             0.90986,           0.0080938,           0.0026886,           0.0024068,           0.0039808,           0.0039808,           0.0039808
                 306,            0.017121,           0.0064098,            0.005918,             0.99694,                   1,               0.995,             0.92243,           0.0090114,           0.0027795,           0.0024111,            0.003961,            0.003961,            0.003961
                 307,             0.01824,           0.0058592,           0.0062118,             0.99705,                   1,               0.995,             0.92465,           0.0080823,           0.0026757,           0.0023765,           0.0039412,           0.0039412,           0.0039412
                 308,            0.019227,           0.0066381,           0.0051467,             0.99705,                   1,               0.995,             0.92465,           0.0080823,           0.0026757,           0.0023765,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017494,            0.006888,           0.0060893,             0.99704,                   1,               0.995,             0.88463,           0.0072552,           0.0026233,           0.0023753,           0.0039016,           0.0039016,           0.0039016
                 310,            0.019614,           0.0077278,           0.0046888,             0.99708,                   1,               0.995,              0.8388,            0.015289,           0.0032468,           0.0023704,           0.0038818,           0.0038818,           0.0038818
                 311,            0.024016,           0.0071999,           0.0052328,             0.99696,                   1,               0.995,             0.95116,           0.0097194,           0.0027704,            0.002375,            0.003862,            0.003862,            0.003862
                 312,            0.017182,           0.0062354,           0.0066951,             0.99696,                   1,               0.995,             0.95116,           0.0097194,           0.0027704,            0.002375,           0.0038422,           0.0038422,           0.0038422
                 313,             0.01593,           0.0066504,           0.0047739,             0.99679,                   1,               0.995,             0.93311,           0.0068204,           0.0025187,           0.0023521,           0.0038224,           0.0038224,           0.0038224
                 314,            0.016687,           0.0079594,           0.0052245,             0.99685,                   1,               0.995,             0.84776,            0.012132,           0.0029909,           0.0023346,           0.0038026,           0.0038026,           0.0038026
                 315,            0.020326,           0.0068907,           0.0081986,             0.99654,                   1,               0.995,             0.84068,           0.0082206,           0.0026367,           0.0022915,           0.0037828,           0.0037828,           0.0037828
                 316,            0.018118,           0.0065723,           0.0051634,             0.99654,                   1,               0.995,             0.84068,           0.0082206,           0.0026367,           0.0022915,            0.003763,            0.003763,            0.003763
                 317,            0.014735,           0.0066538,           0.0042181,             0.99641,                   1,               0.995,             0.90708,            0.006342,           0.0024512,           0.0022784,           0.0037432,           0.0037432,           0.0037432
                 318,            0.013623,           0.0057896,           0.0033103,             0.99652,                   1,               0.995,             0.87833,           0.0079353,           0.0025676,           0.0022615,           0.0037234,           0.0037234,           0.0037234
